YEAR,MONTH,mean_TMAX,mean_TMIN,mean_SNWD,max_SNWD,mean_PRCP,sum_PRCP,below_0_days,snowy_days,rainy_days,dry_days
2014,6,22.616666666666667,11.903333333333334,0.0,0.0,1.9100000000000001,57.300000000000004,0,0,0,0
2014,7,27.35483870967742,16.093548387096774,0.0,0.0,4.741935483870968,147.0,0,0,0,0
2014,8,22.677419354838708,12.741935483870968,0.0,0.0,0.8193548387096775,25.400000000000002,0,0,0,0
2014,9,20.616666666666667,12.120000000000001,0.0,0.0,1.02,30.599999999999998,0,0,0,0
2014,10,16.193548387096776,9.26774193548387,0.0,0.0,1.467741935483871,45.5,0,0,0,0
2014,11,9.103333333333333,4.510000000000001,0.0,0.0,0.3,9.0,2,0,0,0
2014,12,4.72258064516129,0.051612903225806465,13.225806451612904,140.0,1.8161290322580645,56.300000000000004,6,6,16,9
2015,1,4.758064516129032,0.5967741935483871,4.838709677419355,70.0,2.2806451612903227,70.7,0,4,21,6
2015,2,5.435714285714285,-1.7892857142857144,20.357142857142858,90.0,0.4642857142857143,13.0,2,9,3,16
2015,3,10.412903225806453,1.9129032258064516,0.3225806451612903,10.0,1.0225806451612902,31.7,0,0,0,0
2015,4,15.6,3.6333333333333333,0.0,0.0,0.6233333333333333,18.7,0,0,0,0
2015,5,19.548387096774192,7.338709677419355,0.0,0.0,0.5129032258064516,15.9,0,0,0,0
2015,6,22.413333333333334,11.573333333333332,0.0,0.0,2.48,74.4,0,0,0,0
2015,7,25.438709677419357,14.706451612903225,0.0,0.0,2.325806451612903,72.1,0,0,0,0
2015,8,28.835483870967742,16.22258064516129,0.0,0.0,2.448387096774194,75.9,0,0,0,0
2015,9,19.64333333333333,9.603333333333333,0.0,0.0,1.06,31.8,0,0,0,0
2015,10,12.206451612903225,5.429032258064517,0.0,0.0,2.0451612903225804,63.4,0,0,0,0
2015,11,10.65,4.62,0.3333333333333333,10.0,2.4633333333333334,73.9,0,0,0,0
2015,12,9.303225806451612,3.9741935483870967,0.0,0.0,0.7870967741935483,24.4,0,0,15,16
2016,1,2.229032258064516,-3.116129032258064,17.419354838709676,70.0,1.3516129032258064,41.9,11,16,10,5
2016,2,6.886206896551724,0.8310344827586207,0.3448275862068966,10.0,1.7275862068965517,50.1,0,1,19,9
2016,3,8.712903225806452,1.3451612903225807,0.0,0.0,1.0258064516129033,31.8,0,0,0,0
2016,4,14.463333333333335,3.9566666666666666,0.0,0.0,0.9766666666666667,29.3,0,0,0,0
2016,5,21.983870967741936,10.19032258064516,0.0,0.0,0.996774193548387,30.9,0,0,0,0
2016,6,24.863333333333333,14.013333333333332,0.0,0.0,1.9766666666666666,59.3,0,0,0,0
2016,7,25.570967741935487,14.958064516129031,0.0,0.0,1.8903225806451613,58.6,0,0,0,0
2016,8,24.370967741935484,13.406451612903227,0.0,0.0,1.3709677419354838,42.5,0,0,0,0
